Index,Latency,Instructions,Cycles,Retiring,Bad_Speculation,Frontend_Bound,Core_Bound,L1_Bound,L2_Bound,L3_Bound,DRAM_Bound,Store_Bound
ALEX,1046.04,2180.12269712,2811.10471086,0.20170228866880466,0.07556044963936981,0.20552036352046318,0.06324889298531666,0.04585291915025832,0.010664174610700206,0.017770120474278485,0.33813254966152784,0.041548241289281015
ART,506.532,1143.9468303,1601.94474005,0.1859912995543188,0.07745168616217402,0.08797076054797426,0.1894811633533955,0.05882041017444107,0.007452870328922396,0.03238273756584376,0.3189835670952752,0.041465505217654956
BTree,1010.22,2859.75968846,2823.97242773,0.2636595825310133,0.1292849812643804,0.12519365979893632,0.12990070403214748,0.04103344415237507,0.0076228820092128,0.027126057010828743,0.24215036657452432,0.03402832262658144
DynamicPGM,547.347,3204.9520843,1609.25623767,0.5224413238101567,0.1961880897721585,0.10557437888400173,0.1433538908667343,0.018389470387534506,0.0013120119147170958,0.0009423030448108263,0.0034590203872821674,0.008339510932603928
FINEdex,1134.86,1849.73287679,3150.7122033,0.15361042634359012,0.06409461511280036,0.1047066014926809,0.18911566850988118,0.0655101133731196,0.01794629526224513,0.04932163364154964,0.3444537244182854,0.011240921845847738
LIPP,829.106,1730.34450048,3169.05799119,0.13963935428532234,0.06584071733670961,0.05467668570044232,0.14590520999994677,0.07319456175430884,0.004798311369538401,0.03033087100002191,0.4579719132846477,0.02764237526906192
MABTree,1038.89,2512.61395781,2760.33252259,0.23991643605405744,0.12374122599023198,0.20364533996108847,0.08233452052975518,0.045673184264502335,0.0017260926827839824,0.02644840189783992,0.2628919508753613,0.013622847744379458
Wormhole,1085.12,2527.7558708,4194.59249155,0.15008816398019967,0.07869963168656116,0.07982261343407905,0.12889136247099678,0.06173678384413882,0.008488399918807319,0.020396150295548632,0.45930501444927463,0.012571879920393762
XIndex,1530.34,5703.35422955,7607.498408,0.18060654472314047,0.05976531118110403,0.0913541060570429,0.32442328183195546,0.07627146113247897,-0.0056976886987025275,0.014275837359965536,0.2361765845904438,0.02282456182257164
