SIndex,57221002,3536386192,0.204153,BinarySearch,64,4
SIndex,57692012,3462019424,0.211413,BinarySearch,64,8
SIndex,58841502,3389976928,0.217606,BinarySearch,64,16
SIndex,57023470,3536427952,0.19327,BinarySearch,128,4
SIndex,57681912,3462004448,0.219894,BinarySearch,128,8
SIndex,58959189,3389991904,0.208701,BinarySearch,128,16
SIndex,57654869,3461998688,0.21742,BinarySearch,256,8
SIndex,58881102,3390108544,0.173765,BinarySearch,256,16
SIndex,60809659,3324527616,0.20732,BinarySearch,256,32
SIndex,58919078,3390120064,0.176771,BinarySearch,512,16
SIndex,59839311,3324521856,0.205727,BinarySearch,512,32
SIndex,55650261,3078531312,0.175001,BinarySearch,512,64
SIndex,59155927,3389967424,0.214117,BinarySearch,1024,16
SIndex,60847121,3324508032,0.207318,BinarySearch,1024,32
SIndex,55333638,3078506832,0.188763,BinarySearch,1024,64
SIndex,57202816,3536370640,0.204954,ExponentialSearch,64,4
SIndex,57634361,3462044192,0.198469,ExponentialSearch,64,8
SIndex,58660314,3390014944,0.198237,ExponentialSearch,64,16
SIndex,55948064,3536374096,0.21072,ExponentialSearch,128,4
SIndex,57548440,3462049376,0.202619,ExponentialSearch,128,8
SIndex,58882464,3390078880,0.186881,ExponentialSearch,128,16
SIndex,57681271,3462018848,0.204604,ExponentialSearch,256,8
SIndex,58691337,3390012640,0.202014,ExponentialSearch,256,16
SIndex,59740380,3324573696,0.189652,ExponentialSearch,256,32
SIndex,58753162,3390036256,0.189121,ExponentialSearch,512,16
SIndex,60796012,3324568224,0.188446,ExponentialSearch,512,32
SIndex,55168945,3078593344,0.169492,ExponentialSearch,512,64
SIndex,58985609,3390001984,0.201869,ExponentialSearch,1024,16
SIndex,61122306,3324578304,0.187303,ExponentialSearch,1024,32
SIndex,55390214,3078531024,0.169314,ExponentialSearch,1024,64
SIndex,57118483,3537941968,0.0486138,LinearSearch,64,4
SIndex,57730481,3463708368,0.0465769,LinearSearch,64,8
SIndex,58865330,3392084176,0.0374804,LinearSearch,64,16
SIndex,56840184,3538070704,0.0470318,LinearSearch,128,4
SIndex,58692455,3463555728,0.0499483,LinearSearch,128,8
SIndex,58891479,3391841744,0.0429823,LinearSearch,128,16
SIndex,57643505,3463984624,0.0423902,LinearSearch,256,8
SIndex,58833975,3391930848,0.0398949,LinearSearch,256,16
SIndex,61987536,3328362832,0.0238062,LinearSearch,256,32
SIndex,58814816,3391902160,0.0411377,LinearSearch,512,16
SIndex,60921079,3328349312,0.0236214,LinearSearch,512,32
SIndex,55353094,3086046640,0.0169529,LinearSearch,512,64
SIndex,58757650,3391866048,0.0421671,LinearSearch,1024,16
SIndex,60877514,3328458048,0.0227476,LinearSearch,1024,32
SIndex,55254211,3086036528,0.0167792,LinearSearch,1024,64
